step,reward_score_ma30,response_length_ma30,clip_ratio_ma30
651,0.790885,3213.0167,0.114974
652,0.792318,3223.953,0.114323
653,0.791016,3241.2478,0.113802
654,0.793359,3233.771,0.111589
655,0.794141,3239.557,0.111068
656,0.79349,3225.9542,0.110286
657,0.790755,3245.2022,0.113021
658,0.789453,3241.2401,0.113281
659,0.789844,3226.8104,0.111068
660,0.789974,3228.0525,0.111198
661,0.789062,3246.7275,0.113281
662,0.78763,3264.6385,0.116667
663,0.789714,3243.513,0.116016
664,0.786589,3234.769,0.116146
665,0.784766,3231.3255,0.115495
666,0.787891,3210.1324,0.114974
667,0.786328,3192.1585,0.116146
668,0.785938,3205.8328,0.115885
669,0.784245,3211.6395,0.116536
670,0.777604,3228.2178,0.118359
671,0.780599,3210.9018,0.116146
672,0.778516,3209.3065,0.116406
673,0.778255,3212.6785,0.117839
674,0.778646,3219.8535,0.117969
675,0.78151,3209.4333,0.115885
676,0.784505,3217.8312,0.116406
677,0.783464,3226.7,0.118359
678,0.779557,3264.1081,0.121354
679,0.776562,3264.2186,0.122005
680,0.783203,3218.8371,0.11901
681,0.782812,3228.2161,0.120182
682,0.778125,3233.0716,0.123177
683,0.777474,3204.9548,0.124349
684,0.777083,3186.8854,0.123698
685,0.77487,3201.2848,0.125
686,0.775651,3204.2579,0.124609
687,0.778776,3180.79,0.120182
688,0.776562,3192.8848,0.119531
689,0.780208,3165.7292,0.119661
690,0.781771,3155.6578,0.119531
691,0.78125,3135.6219,0.117578
692,0.784245,3121.5904,0.115495
693,0.782682,3146.165,0.117318
694,0.786719,3134.8275,0.116406
695,0.780599,3179.5008,0.123307
696,0.777474,3192.59,0.124219
697,0.776953,3194.212,0.124349
698,0.773047,3191.4118,0.124479
699,0.770443,3244.7216,0.128125
700,0.778385,3220.3441,0.125911
701,0.778125,3221.5986,0.127474
702,0.785938,3187.9927,0.12513
703,0.785807,3170.2141,0.124089
704,0.788411,3153.6151,0.122917
705,0.784766,3156.7009,0.125521
706,0.784245,3156.1184,0.126172
707,0.783464,3144.5794,0.127214
708,0.786849,3122.2204,0.123438
709,0.788932,3122.5465,0.122526
710,0.784766,3175.4013,0.125651
711,0.786458,3163.0667,0.124349
712,0.786979,3178.6255,0.12487
713,0.788281,3185.1307,0.123958
714,0.787109,3196.5693,0.125651
715,0.786979,3183.362,0.12487
716,0.78724,3188.6297,0.125
717,0.783073,3212.1414,0.129557
718,0.784766,3201.976,0.129688
719,0.781901,3222.8315,0.130469
720,0.778255,3215.7862,0.128125
721,0.780208,3226.5469,0.129557
722,0.778385,3203.3461,0.127344
723,0.773698,3217.5914,0.127604
724,0.773177,3210.5289,0.126432
725,0.777995,3176.9918,0.120443
726,0.779948,3170.0014,0.119531
727,0.782292,3160.5656,0.116667
728,0.785156,3169.5947,0.117969
729,0.784375,3136.2908,0.115755
730,0.783984,3129.9556,0.114193
731,0.78151,3153.5479,0.115234
732,0.774219,3201.7331,0.119271
733,0.773437,3208.0708,0.119401
734,0.773177,3187.8424,0.117448
735,0.773177,3208.9483,0.116927
736,0.772396,3227.6557,0.11849
737,0.770573,3254.5702,0.121615
738,0.76875,3267.2456,0.123568
739,0.770182,3274.0626,0.123698
740,0.767708,3273.4453,0.12526
741,0.766536,3281.6189,0.126042
742,0.764323,3297.9104,0.129036
743,0.761328,3318.6905,0.129036
744,0.761849,3315.7288,0.129036
745,0.763411,3313.2882,0.128776
746,0.75638,3338.3854,0.131901
747,0.758724,3309.8079,0.128906
748,0.757682,3318.2646,0.130078
749,0.75651,3322.3049,0.130469
750,0.758724,3353.0737,0.134115
751,0.755859,3337.8299,0.132552
752,0.754557,3361.679,0.134115
753,0.760807,3334.3273,0.130859
754,0.75599,3377.2271,0.133594
755,0.753385,3365.9026,0.133594
756,0.755859,3341.6201,0.132292
757,0.750521,3382.9439,0.136719
758,0.746484,3397.604,0.138542
759,0.750781,3387.5253,0.136589
760,0.750911,3385.0661,0.136979
761,0.752604,3368.5579,0.135156
762,0.753776,3363.9855,0.135026
763,0.752734,3374.6793,0.136198
764,0.747135,3422.2456,0.141927
765,0.746745,3395.0997,0.141797
766,0.746484,3393.1159,0.140495
767,0.742188,3393.6333,0.138932
768,0.747786,3360.5954,0.134896
769,0.745182,3344.6353,0.133203
770,0.745833,3331.9465,0.131901
771,0.746094,3337.8435,0.134766
772,0.745833,3303.2147,0.129818
773,0.752083,3264.4767,0.127344
774,0.746354,3287.6331,0.129687
775,0.745312,3303.8186,0.13151
776,0.755599,3258.2826,0.126823
777,0.753125,3281.9819,0.129036
778,0.754557,3288.9408,0.129427
779,0.75612,3266.0296,0.125521
780,0.755729,3238.7168,0.123698
781,0.755469,3254.1064,0.125521
782,0.75651,3256.9466,0.127604
783,0.751562,3260.8915,0.132292
784,0.755859,3222.8792,0.130859
785,0.760156,3233.6223,0.13125
786,0.758073,3250.0866,0.13138
787,0.763802,3202.3191,0.127865
788,0.763802,3203.9419,0.129818
789,0.760677,3198.0168,0.13125
790,0.758854,3208.5799,0.133073
791,0.754036,3221.4526,0.135026
792,0.757031,3182.3493,0.130208
793,0.754557,3212.8893,0.131771
794,0.756641,3202.3999,0.130599
795,0.757943,3213.9337,0.130078
796,0.753255,3219.2152,0.132943
797,0.761068,3197.4228,0.130469
798,0.753125,3226.4996,0.135417
799,0.753776,3232.1742,0.13737
800,0.756901,3218.2393,0.13724
801,0.756641,3213.5503,0.135807
802,0.757812,3217.8091,0.136328
803,0.756771,3229.7247,0.137109
804,0.760156,3216.9518,0.134635
805,0.761198,3224.0109,0.135417
806,0.757812,3235.9445,0.138151
807,0.754427,3230.8146,0.138021
808,0.754818,3217.6108,0.135938
809,0.74974,3247.4496,0.141927
810,0.747526,3240.4794,0.139974
811,0.755469,3214.8117,0.135938
812,0.752344,3207.7284,0.135417
813,0.753516,3195.2815,0.131901
814,0.747656,3219.2255,0.134896
815,0.742448,3225.4167,0.135286
816,0.741146,3227.0513,0.136979
817,0.735156,3259.7525,0.141276
818,0.738411,3239.7751,0.138281
819,0.735026,3272.3168,0.140885
820,0.733724,3287.9561,0.141406
821,0.736458,3265.979,0.138672
822,0.73763,3258.7826,0.139453
823,0.736068,3221.5602,0.138281
824,0.736719,3211.7897,0.13724
825,0.735026,3207.2914,0.138411
826,0.733073,3218.7878,0.138802
827,0.728516,3230.0104,0.140625
828,0.732292,3209.0451,0.138021
829,0.729557,3235.494,0.141016
830,0.724219,3269.694,0.144922
831,0.722656,3271.5371,0.145703
832,0.723047,3264.3004,0.14401
833,0.718359,3280.701,0.148047
834,0.716016,3295.0383,0.152344
835,0.712891,3277.2275,0.150521
836,0.714583,3269.0214,0.148698
837,0.717578,3273.123,0.148958
838,0.714844,3283.5893,0.151042
839,0.715885,3281.5215,0.14974
840,0.713542,3317.0555,0.154818
841,0.701953,3366.2184,0.161198
842,0.702995,3359.4583,0.160156
843,0.70013,3369.0988,0.16237
844,0.702734,3355.943,0.159115
845,0.705599,3358.7862,0.160156
846,0.704167,3364.0715,0.161068
847,0.702474,3362.1875,0.158854
848,0.7,3349.0253,0.158464
849,0.702995,3337.9307,0.156641
850,0.69974,3344.1036,0.157031
851,0.697396,3358.6943,0.157682
852,0.692188,3393.3891,0.161328
853,0.696094,3389.0154,0.160807
854,0.694271,3391.7576,0.161589
855,0.688151,3424.8421,0.166276
856,0.688411,3430.8629,0.170182
857,0.690755,3418.7188,0.172005
858,0.690625,3436.2023,0.173828
859,0.690495,3439.0518,0.17487
860,0.684635,3450.8533,0.177995
861,0.685156,3440.7004,0.175
862,0.684766,3448.1395,0.178906
863,0.690755,3428.8319,0.176172
864,0.690104,3433.1529,0.176432
865,0.690625,3445.9626,0.177995
866,0.683984,3479.5021,0.18138
867,0.685156,3460.7172,0.179557
868,0.683984,3450.1059,0.178516
869,0.679948,3485.0574,0.183464
870,0.680078,3476.8305,0.180859
871,0.679818,3473.4452,0.182943
872,0.678906,3487.6085,0.184505
873,0.682292,3511.0552,0.184896
874,0.685938,3501.8457,0.183984
875,0.684635,3491.1292,0.185547
876,0.685547,3500.3771,0.187109
877,0.68776,3492.4383,0.188672
878,0.686849,3506.3297,0.190625
879,0.685938,3481.2456,0.189453
880,0.68776,3462.0466,0.189062
881,0.686328,3466.9604,0.191276
882,0.6875,3465.9651,0.192839
883,0.678255,3516.4997,0.197786
884,0.677474,3533.1188,0.198568
885,0.681901,3517.7569,0.196354
886,0.686328,3485.5251,0.190885
887,0.686198,3481.5647,0.190495
888,0.686198,3489.6556,0.190885
889,0.685547,3477.4868,0.188672
890,0.690885,3459.3327,0.185547
891,0.689974,3467.6296,0.188021
892,0.686458,3488.2312,0.190885
893,0.678906,3510.4527,0.196745
894,0.67487,3517.7497,0.198958
895,0.673438,3528.7431,0.20026
896,0.673568,3501.7336,0.19987
897,0.669792,3517.0956,0.201172
898,0.666016,3543.5788,0.205208
899,0.670833,3511.1762,0.201562
900,0.673568,3510.1777,0.205599
901,0.672786,3530.2773,0.205339
902,0.671094,3548.3236,0.208333
903,0.665234,3587.4376,0.215365
904,0.658724,3628.8099,0.221875
905,0.653516,3669.5223,0.226693
906,0.646354,3683.4379,0.227865
907,0.642448,3712.948,0.230208
908,0.647526,3705.897,0.227865
909,0.64375,3742.6224,0.232422
910,0.64401,3736.4466,0.233464
911,0.642969,3759.8549,0.237109
912,0.641927,3761.4251,0.235417
913,0.640885,3781.4587,0.239323
914,0.637891,3809.7749,0.24401
915,0.63776,3798.8809,0.242057
916,0.633203,3838.8333,0.245443
917,0.621354,3898.078,0.252604
918,0.610937,3941.6672,0.258854
919,0.609635,3940.0508,0.259896
920,0.60638,3965.3866,0.258724
921,0.602865,3999.4124,0.261328
922,0.603516,3982.8865,0.258464
923,0.604167,3993.7393,0.256771
924,0.605339,3993.1194,0.251563
925,0.601953,3998.3928,0.251302
926,0.603516,4018.2809,0.24974
927,0.602865,4024.1685,0.248828
928,0.598438,4061.3137,0.249219
929,0.595182,4066.5167,0.247656
930,0.595964,4072.3664,0.245573
931,0.595703,4059.769,0.242578
932,0.594792,4064.201,0.241276
933,0.59974,4015.2714,0.233854
934,0.595833,4006.8432,0.228646
935,0.600911,3969.8316,0.220833
936,0.600911,3983.6618,0.220443
937,0.601562,3985.4422,0.216927
938,0.592448,4023.5669,0.21901
939,0.591276,4025.7154,0.216406
940,0.585938,4043.6368,0.215885
941,0.586328,4035.6129,0.210677
942,0.582422,4056.5908,0.207682
943,0.590625,3977.1139,0.194661
944,0.589453,3963.8465,0.188542
945,0.585807,3983.1578,0.18724
946,0.583073,3981.2632,0.184896
947,0.588542,3955.3947,0.17474
948,0.596615,3897.9508,0.164844
949,0.60013,3881.9391,0.159375
950,0.600781,3847.8878,0.154036
951,0.600651,3839.381,0.148307
952,0.595052,3876.0592,0.145964
953,0.589714,3889.0542,0.141667
954,0.588542,3882.9132,0.140234
955,0.590104,3875.0219,0.135286
956,0.585547,3885.0294,0.132943
957,0.580078,3907.9686,0.132161
958,0.584505,3870.9572,0.126432
959,0.578776,3890.8063,0.123307
960,0.573047,3919.3092,0.120833
961,0.569141,3911.7424,0.115755
962,0.565625,3918.6582,0.111198
963,0.560677,3926.9564,0.107292
964,0.563932,3916.8491,0.104427
965,0.559635,3913.9013,0.101953
966,0.56263,3897.2993,0.096224
967,0.558464,3915.6775,0.09375
968,0.559245,3883.866,0.088281
969,0.557812,3872.7781,0.083854
970,0.558724,3885.4145,0.079557
971,0.557812,3867.0061,0.076042
972,0.559766,3850.1749,0.073828
973,0.554688,3872.2755,0.074089
974,0.553776,3864.0891,0.070833
975,0.551302,3871.5,0.068359
976,0.551302,3874.8924,0.064062
977,0.554036,3857.9714,0.061198
978,0.551953,3852.2734,0.059245
979,0.547396,3854.7673,0.058203
980,0.546094,3853.2168,0.057031
981,0.541927,3845.1531,0.05638
982,0.545703,3814.4098,0.052865
983,0.548437,3786.9724,0.049349
984,0.548307,3785.2363,0.048307
985,0.547266,3784.8365,0.046875
986,0.549349,3748.7673,0.044922
987,0.548828,3733.8669,0.043229
988,0.547526,3746.3466,0.043359
989,0.547786,3737.5322,0.041797
990,0.55026,3687.9642,0.03776
991,0.554557,3684.3236,0.03724
992,0.55638,3678.1771,0.035677
993,0.553906,3673.2639,0.034245
994,0.554818,3659.0161,0.033594
995,0.557031,3666.9121,0.031901
996,0.557682,3650.1849,0.030208
997,0.560417,3602.606,0.028516
998,0.561198,3595.5207,0.027734
999,0.559766,3595.3934,0.027734
1000,0.563151,3555.5816,0.026302
1001,0.561849,3541.9552,0.025781
1002,0.560677,3521.8669,0.02474
1003,0.56237,3505.0378,0.024219
1004,0.56276,3472.2814,0.022786
1005,0.567839,3439.1923,0.021484
1006,0.566797,3418.0227,0.020833
1007,0.565365,3391.9979,0.020964
1008,0.559896,3410.8259,0.020703
1009,0.560938,3402.3335,0.020573
1010,0.56224,3392.2018,0.020703
1011,0.563672,3366.6622,0.019661
1012,0.561328,3351.729,0.020182
1013,0.560417,3338.8449,0.020182
1014,0.559505,3329.0049,0.019531
1015,0.559245,3303.2505,0.01862
1016,0.555078,3311.984,0.018359
1017,0.559505,3283.6809,0.015885
1018,0.560156,3230.813,0.01276
1019,0.567448,3189.7453,0.012109
1020,0.566536,3175.2004,0.012109
1021,0.564714,3151.6573,0.01276
1022,0.563802,3126.6469,0.01276
1023,0.556641,3129.7292,0.013932
1024,0.552214,3128.1477,0.013021
1025,0.551172,3112.5228,0.012891
1026,0.552604,3094.524,0.013021
1027,0.549479,3096.6206,0.0125
1028,0.547526,3093.9674,0.01237
1029,0.547396,3094.2383,0.011589
1030,0.54388,3101.727,0.012109
1031,0.546484,3090.2613,0.01224
1032,0.542708,3096.1605,0.0125
1033,0.540365,3079.3672,0.0125
1034,0.539714,3083.899,0.012109
1035,0.540365,3053.732,0.012109
1036,0.540365,3029.2547,0.012109
1037,0.53763,3040.679,0.010938
1038,0.540365,3007.5464,0.010938
1039,0.538151,3001.9211,0.010807
1040,0.538932,2983.2583,0.010807
1041,0.541146,2977.6538,0.010938
1042,0.541146,2971.0085,0.010417
1043,0.53737,2972.0478,0.010156
1044,0.541276,2956.997,0.009375
1045,0.541927,2956.3871,0.009505
1046,0.546745,2939.7973,0.009505
1047,0.55,2927.6987,0.009375
1048,0.547396,2944.7004,0.009505
1049,0.54388,2941.423,0.009375
1050,0.545703,2937.6355,0.009896
1051,0.546484,2934.1081,0.009115
1052,0.548437,2919.9503,0.009375
1053,0.559375,2881.2099,0.008333
1054,0.564062,2861.1521,0.009896
1055,0.560547,2845.7703,0.010156
1056,0.558203,2839.2633,0.010026
1057,0.5625,2814.456,0.010677
1058,0.56224,2812.0635,0.010938
1059,0.566276,2777.1391,0.011198
1060,0.56875,2756.4897,0.010417
1061,0.565365,2759.3371,0.010286
1062,0.566797,2753.5312,0.010417
1063,0.565495,2764.4346,0.010938
1064,0.567969,2746.5043,0.011458
1065,0.567448,2745.7056,0.011458
1066,0.56849,2729.4082,0.010938
1067,0.573307,2705.8936,0.011328
1068,0.57474,2704.3465,0.011719
1069,0.574609,2709.2564,0.011719
1070,0.566667,2732.2824,0.012109
1071,0.564583,2725.5507,0.013411
1072,0.568099,2706.7837,0.014323
1073,0.575,2673.4141,0.014844
1074,0.56888,2670.7704,0.015365
1075,0.568359,2653.0311,0.015495
1076,0.570964,2635.9232,0.015755
1077,0.565625,2636.3822,0.016146
1078,0.571094,2615.0676,0.016797
1079,0.573177,2596.6078,0.016797
1080,0.569922,2588.5329,0.016016
1081,0.570312,2575.3979,0.017318
1082,0.565625,2576.943,0.017578
1083,0.561719,2591.4993,0.018229
1084,0.557422,2593.7181,0.016927
1085,0.557031,2587.754,0.016797
1086,0.557292,2584.9806,0.017188
1087,0.55638,2576.6685,0.017188
1088,0.561849,2539.1896,0.016667
1089,0.563802,2518.0823,0.016797
1090,0.561068,2512.6336,0.017318
1091,0.563281,2500.1783,0.018099
1092,0.567708,2469.3497,0.018359
1093,0.566797,2457.2758,0.01862
1094,0.564453,2452.043,0.018359
1095,0.560026,2459.2658,0.019271
1096,0.561979,2454.1721,0.01901
1097,0.560547,2443.5755,0.01901
1098,0.554557,2445.7674,0.019792
1099,0.556771,2423.3447,0.020443
1100,0.563672,2391.2268,0.019922
1101,0.560417,2392.9897,0.019531
1102,0.557943,2397.1436,0.019792
1103,0.560547,2383.8316,0.019271
1104,0.558724,2381.4615,0.020312
1105,0.560807,2370.9499,0.020443
1106,0.558333,2372.0061,0.020312
1107,0.558984,2362.1289,0.020443
1108,0.55625,2357.0397,0.020443
1109,0.552344,2364.5556,0.020573
1110,0.555078,2360.5424,0.020964
1111,0.556901,2339.5759,0.019661
1112,0.563021,2305.921,0.01862
1113,0.567708,2282.2837,0.01875
1114,0.569922,2268.3878,0.01888
1115,0.575,2261.59,0.019531
1116,0.577734,2255.5616,0.020312
1117,0.573437,2258.5685,0.019661
1118,0.571484,2258.0392,0.019531
1119,0.56862,2265.9592,0.019531
1120,0.572266,2256.3503,0.019661
1121,0.572135,2249.6844,0.020182
1122,0.569661,2248.5757,0.019661
1123,0.573958,2229.5499,0.01888
1124,0.579036,2208.9615,0.01862
1125,0.578906,2210.0918,0.019141
1126,0.577214,2213.6828,0.020052
1127,0.580599,2203.528,0.019531
1128,0.586198,2192.7921,0.01901
1129,0.580469,2199.4286,0.019401
1130,0.578776,2197.327,0.01901
1131,0.585286,2166.4964,0.017969
1132,0.585807,2153.3979,0.018099
1133,0.582812,2159.2285,0.018229
1134,0.595052,2122.4988,0.016536
1135,0.592969,2115.6766,0.016536
1136,0.591146,2115.4547,0.016667
1137,0.595964,2095.3486,0.016276
1138,0.597396,2081.5753,0.016146
1139,0.602734,2057.6357,0.016016
1140,0.606901,2038.3477,0.015625
1141,0.604948,2043.7014,0.016016
1142,0.605859,2041.898,0.016667
1143,0.604948,2023.446,0.015885
1144,0.604427,2017.0493,0.015885
1145,0.599089,2009.1021,0.015755
1146,0.595443,1995.3771,0.014844
1147,0.598047,1983.8555,0.015234
1148,0.598958,1974.7346,0.015234
1149,0.601302,1954.2276,0.014844
1150,0.597656,1953.5258,0.015234
1151,0.591536,1949.2383,0.014193
1152,0.590234,1935.6971,0.013932
1153,0.584635,1933.6272,0.013802
1154,0.579557,1932.7677,0.013932
1155,0.576562,1912.4202,0.01276
1156,0.579297,1889.5904,0.012109
1157,0.575,1886.0995,0.011979
1158,0.571615,1874.0361,0.011458
1159,0.580339,1850.719,0.010286
1160,0.577734,1842.7219,0.011068
1161,0.572526,1853.3065,0.011068
1162,0.574479,1846.2853,0.009766
1163,0.569401,1845.9378,0.009635
1164,0.561328,1850.4089,0.009766
1165,0.564714,1833.5717,0.009245
1166,0.561589,1830.9043,0.010026
1167,0.562891,1824.356,0.009896
1168,0.560026,1817.8783,0.009115
1169,0.553385,1816.2284,0.008854
1170,0.545182,1822.1719,0.008984
1171,0.550781,1797.8639,0.008333
1172,0.545703,1800.0012,0.007943
1173,0.547135,1796.4536,0.008203
1174,0.546875,1787.2534,0.007812
1175,0.54974,1781.5047,0.007422
1176,0.55013,1771.2779,0.007161
1177,0.550391,1764.4104,0.007161
1178,0.545964,1758.7551,0.007292
1179,0.545703,1760.5612,0.007552
1180,0.552734,1746.4891,0.00651
1181,0.561328,1727.4852,0.00625
1182,0.567188,1714.7359,0.00612
1183,0.572005,1700.8842,0.00612
1184,0.573307,1694.0626,0.00625
1185,0.575781,1688.0017,0.00612
1186,0.574609,1688.3956,0.00599
1187,0.577995,1674.7124,0.00599
1188,0.578906,1660.5389,0.005859
1189,0.570443,1656.5353,0.00599
1190,0.57474,1642.3789,0.005078
1191,0.583073,1620.7525,0.005078
1192,0.581901,1613.085,0.005078
1193,0.584766,1591.1328,0.005078
1194,0.5875,1580.1941,0.004948
1195,0.58763,1580.1102,0.005208
1196,0.591276,1557.7982,0.004167
1197,0.585677,1550.037,0.004167
1198,0.58125,1548.4201,0.004167
1199,0.583203,1538.0139,0.003906
1200,0.58724,1523.2736,0.004036
1201,0.583073,1525.4818,0.004167
1202,0.586458,1512.1786,0.004297
1203,0.584375,1509.4798,0.004036
1204,0.584505,1500.4827,0.004167
1205,0.588151,1487.5117,0.004167
1206,0.58724,1478.8117,0.004036
1207,0.585417,1471.0478,0.004036
1208,0.593229,1467.5747,0.004036
1209,0.594661,1462.4285,0.004036
1210,0.58776,1456.5249,0.004036
1211,0.583594,1459.6926,0.004688
1212,0.581641,1459.4697,0.004948
1213,0.587109,1458.9492,0.005078
1214,0.588411,1453.0329,0.004818
1215,0.592318,1445.9283,0.004818
1216,0.594141,1437.1939,0.004818
1217,0.590234,1444.5603,0.005339
1218,0.594922,1443.3486,0.00599
1219,0.597656,1442.2143,0.00599
1220,0.601432,1438.2901,0.00638
1221,0.596745,1438.5604,0.00651
1222,0.59362,1436.1921,0.006641
1223,0.596354,1437.7521,0.006641
1224,0.595833,1435.5603,0.006901
1225,0.592057,1432.5251,0.006901
1226,0.591927,1429.9776,0.006901
1227,0.594401,1429.4181,0.007031
1228,0.596094,1429.4673,0.007552
1229,0.596224,1427.2418,0.007682
1230,0.595052,1425.3621,0.007682
1231,0.59349,1425.3177,0.007682
1232,0.592057,1425.0822,0.007422
1233,0.591016,1418.7771,0.007422
1234,0.59388,1420.7089,0.007943
1235,0.590495,1420.7043,0.007943
1236,0.588021,1422.8678,0.008073
1237,0.591927,1415.3482,0.007812
1238,0.583594,1411.7694,0.007682
1239,0.577604,1410.8305,0.007943
1240,0.584635,1404.8889,0.007943
1241,0.582552,1400.5628,0.007552
1242,0.580078,1397.6796,0.007552
1243,0.573568,1400.0578,0.008073
1244,0.569661,1397.0741,0.008073
1245,0.566016,1392.038,0.008203
1246,0.557812,1393.3039,0.008464
1247,0.560417,1382.9923,0.008333
1248,0.55638,1381.6785,0.007943
1249,0.55651,1372.9229,0.007943
1250,0.553906,1367.5363,0.007682
1251,0.555078,1364.1691,0.007812
1252,0.555208,1357.8264,0.007682
1253,0.55612,1353.3551,0.007682
1254,0.552214,1349.3551,0.007552
1255,0.554167,1345.3418,0.007292
1256,0.555599,1342.9203,0.007552
1257,0.557292,1336.391,0.007682
1258,0.556641,1322.2776,0.007552
1259,0.559896,1315.8158,0.007943
1260,0.559115,1314.099,0.007943
1261,0.557161,1310.7137,0.008073
1262,0.558724,1308.5173,0.008333
1263,0.556771,1306.1405,0.008594
1264,0.550911,1301.7484,0.008333
1265,0.547656,1296.9605,0.008333
1266,0.553125,1295.3663,0.008854
1267,0.548568,1294.4358,0.008984
1268,0.553906,1292.3371,0.009505
1269,0.556641,1281.4021,0.008984
1270,0.55013,1284.8917,0.009115
1271,0.555729,1275.8773,0.008984
1272,0.554297,1277.4757,0.009375
1273,0.554167,1269.8543,0.009115
1274,0.554297,1267.6546,0.009245
1275,0.557812,1264.494,0.009245
1276,0.557943,1267.0022,0.009375
